id_A,id_B,certificate_score,evidence_count,witness_path,region_size,jaccard_score,tfidf_score,sbert_score,value_score,is_match
b000bd1ad2,http://www.google.com/base/feeds/snippets/16880957175645692718,6.997655,3,strong_rescue::block_id|digit_signature|model_code,1,0.04081632653061224,0.06460956217339686,0.09121481873932721,0.0655469024811121,0
b000cc22ys,http://www.google.com/base/feeds/snippets/1611810981921795487,6.997542,3,strong_rescue::block_id|digit_signature|model_code,1,0.07339449541284404,0.13565432104087616,0.15622161038872065,0.12175680894748027,0
b00008nruc,http://www.google.com/base/feeds/snippets/18411875162562199123,6.997223,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1,0.016666666666666666,0.0344730507877496,0.052146546975741906,0.034428754810052725,0
b000btas3y,http://www.google.com/base/feeds/snippets/16880957175645692718,6.997204,3,strong_rescue::block_id|digit_signature|model_code,1,0.05223880597014925,0.09204053974985976,0.2127094711671298,0.11899627229571293,0
b0009y6ewu,http://www.google.com/base/feeds/snippets/1611810981921795487,6.996313,3,strong_rescue::block_id|digit_signature|model_code,1,0.05,0.08545512837361151,0.19699627322820626,0.11081713386727259,0
b0009xb12o,http://www.google.com/base/feeds/snippets/14443748429238960679,6.996303,3,strong_rescue::block_id|digit_signature|model_code,1,0.027777777777777776,0.06387972558254282,0.11539217475606596,0.06901655937212885,0
b000mcianu,http://www.google.com/base/feeds/snippets/18055289311900407768,6.995846,3,strong_rescue::block_id|digit_signature|model_code,1,0.09230769230769231,0.2519329493076173,0.5475077500257359,0.2972494638803485,0
b000i7zabo,http://www.google.com/base/feeds/snippets/14079779635185918620,6.995387,3,strong_rescue::block_id|digit_signature|model_code,1,0.05194805194805195,0.07956748752760588,0.2669989655990114,0.13283816835822307,0
b000bcz8ng,http://www.google.com/base/feeds/snippets/11347715051073156775,6.994622,3,strong_rescue::block_id|digit_signature|model_code,1,0.05263157894736842,0.07652723915421533,0.20853668735657094,0.11256516848605157,0
b0009xb12o,http://www.google.com/base/feeds/snippets/1611810981921795487,6.994523,3,strong_rescue::block_id|digit_signature|model_code,1,0.027777777777777776,0.1085421810605916,0.23255222706699114,0.12295739530178684,0
b000in351k,http://www.google.com/base/feeds/snippets/17326098494894452732,6.994251,3,strong_rescue::block_id|digit_signature|model_code,1,0.05555555555555555,0.1114487906572714,0.18117344687094347,0.1160592643612568,0
b000in8nhq,http://www.google.com/base/feeds/snippets/17326098494894452732,6.993907,3,strong_rescue::block_id|digit_signature|model_code,1,0.05555555555555555,0.11115919685157401,0.19477789606532886,0.12049754949081948,0
b000cc22ys,http://www.google.com/base/feeds/snippets/13430373859650330295,6.993309,3,strong_rescue::block_id|digit_signature|model_code,1,0.06779661016949153,0.11555463875787625,0.16094061122478037,0.11476395338404938,0
b000fqvxf0,http://www.google.com/base/feeds/snippets/1611810981921795487,6.992765,3,strong_rescue::block_id|digit_signature|model_code,1,0.05128205128205128,0.10216987778234168,0.3619029512733349,0.17178496011257596,0
b000hpf7p6,http://www.google.com/base/feeds/snippets/11843865066277931206,6.992185,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1,0.0625,0.14075215139353692,0.25393661608288076,0.15239625582547256,0
b000hpf7p6,http://www.google.com/base/feeds/snippets/1943468973342706865,6.992185,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1,0.0625,0.1798065945491097,0.2670464989939833,0.16978436451436432,0
b000ju9ndq,http://www.google.com/base/feeds/snippets/14079779635185918620,6.991486,3,strong_rescue::block_id|digit_signature|model_code,1,0.024390243902439025,0.05155360891036561,0.15897976947287892,0.07830787409522785,0
b0002vcuzk,http://www.google.com/base/feeds/snippets/16964964575879653222,6.991481,3,strong_rescue::block_id|digit_signature|model_code,1,0.05,0.0741744129802325,0.13490547452646043,0.08635996250223098,0
b0002vcuzk,http://www.google.com/base/feeds/snippets/14079779635185918620,6.991324,3,strong_rescue::block_id|digit_signature|model_code,1,0.050724637681159424,0.07896830797928676,0.14356999361174289,0.09108764642406303,0
b000h774k0,http://www.google.com/base/feeds/snippets/18358728426530670777,6.99127,3,strong_rescue::block_id|digit_signature|model_code,1,0.07547169811320754,0.10836991080552374,0.3467911954701567,0.17687760146296264,0
b000fqvxf0,http://www.google.com/base/feeds/snippets/14443748429238960679,6.989587,3,strong_rescue::block_id|digit_signature|model_code,1,0.025,0.048989926065510246,0.22115644895483072,0.09838212500678033,0
b000cc09uw,http://www.google.com/base/feeds/snippets/16880957175645692718,6.98901,3,strong_rescue::block_id|digit_signature|model_code,1,0.10144927536231885,0.11090042116777142,0.33214144808040136,0.1814970482034972,0
b000btas3y,http://www.google.com/base/feeds/snippets/14443748429238960679,6.988725,3,strong_rescue::block_id|digit_signature|model_code,1,0.05970149253731343,0.05245351658134377,0.1537875967186187,0.08864753527909197,0
b000gcd73y,http://www.google.com/base/feeds/snippets/18405058220481329541,6.988649,3,strong_rescue::block_id|digit_signature|model_code,1,0.0,0.03482133705561088,0.13785978534150922,0.05756037413237337,0
b0007g9760,http://www.google.com/base/feeds/snippets/13804410937823415271,6.988597,3,strong_rescue::block_id|digit_signature|model_code,1,0.0661764705882353,0.1103789679832038,0.2363976302654301,0.13765102294562306,0
b000ju9ndq,http://www.google.com/base/feeds/snippets/18177463782265275234,6.988505,3,strong_rescue::block_id|digit_signature|model_code,1,0.023255813953488372,0.05801916046315323,0.17238061062749757,0.08455186168137974,0
b0007yll20,http://www.google.com/base/feeds/snippets/11553460726656084647,6.98781,3,strong_rescue::block_id|digit_signature|model_code,1,0.0392156862745098,0.04807756596225764,0.18077329779248788,0.08935551667641844,0
b0009yegcu,http://www.google.com/base/feeds/snippets/13769671790180310327,6.987597,3,strong_rescue::block_id|digit_signature|model_code,1,0.12244897959183673,0.14309815204969792,0.28326431999868157,0.18293715054673876,0
b0002nt5ho,http://www.google.com/base/feeds/snippets/18381906790026125106,6.986746,5,strong_rescue::block_id|categorical_value|digit_signature|field_presence|token_skeleton,1,0.05063291139240506,0.0782689502473759,0.14114614589793328,0.09001600251257141,0
b000bcz8ng,http://www.google.com/base/feeds/snippets/15389880066298029811,6.986496,3,strong_rescue::block_id|digit_signature|model_code,1,0.046511627906976744,0.09527716407889518,0.27243708006841905,0.13807529068476365,0
b0006aaoiw,http://www.google.com/base/feeds/snippets/1883379429602083103,6.985254,3,strong_rescue::block_id|digit_signature|model_code,1,0.06521739130434782,0.2147934980172354,0.283586297058762,0.18786572879344843,0
b000in351k,http://www.google.com/base/feeds/snippets/17036928989465404370,6.984559,3,strong_rescue::block_id|digit_signature|model_code,1,0.049723756906077346,0.08505299259377792,0.19633615149946002,0.11037096699977177,0
b000in8nhq,http://www.google.com/base/feeds/snippets/17036928989465404370,6.98429,3,strong_rescue::block_id|digit_signature|model_code,1,0.049723756906077346,0.08483198687746707,0.20715773026496193,0.1139044913495021,0
